Host_Gender,Latitude,Longitude,Area,Room_type,Minimum_nights,review_per_month,total_reviews,price
1,40760,-73772,0,0,3,1210,112,1
1,40764,-73773,0,1,3,3970,219,2
0,40764,-73775,1,1,3,9750,104,2
1,40762,-73777,2,0,3,3090,102,0
1,40765,-73772,0,1,1,14530,204,2
1,40760,-73776,4,1,2,13880,160,0
1,40765,-73777,1,1,2,10530,271,2
0,40768,-73778,3,0,3,160,89,2
1,40760,-73777,4,0,4,4270,161,0
1,40761,-73770,3,1,1,4330,105,0
0,40760,-73776,0,0,3,4950,43,1
0,40766,-73778,4,1,3,12430,127,0
0,40769,-73771,0,0,5,3220,45,1
1,40761,-73778,1,0,5,1730,66,1
0,40765,-73774,1,1,3,2410,62,2
1,40760,-73774,3,1,3,2790,96,0
0,40769,-73777,3,0,5,1620,134,2
0,40767,-73775,2,1,2,5970,175,0
0,40765,-73774,2,0,4,3570,50,2
1,40760,-73778,2,0,4,2300,180,2
0,40766,-73774,0,0,4,4070,187,1
1,40763,-73772,1,0,3,4570,184,1
1,40763,-73771,0,0,4,640,189,1
0,40765,-73772,0,1,1,10180,275,2
0,40761,-73778,1,1,1,10350,103,2
0,40766,-73773,0,0,4,4560,165,1
1,40761,-73777,4,1,1,3140,202,0
1,40765,-73779,4,0,3,2100,120,2
1,40769,-73777,2,0,5,3600,1,2
1,40767,-73772,0,0,5,2980,198,1
0,40760,-73770,0,0,4,1490,69,1
0,40768,-73779,1,1,2,13800,226,2
1,40769,-73772,1,0,5,2240,186,1
0,40765,-73776,0,1,3,10710,46,2
0,40766,-73778,0,0,4,3130,38,1
0,40766,-73778,2,1,3,9990,222,0
0,40763,-73778,3,1,3,4360,87,0
1,40765,-73770,3,0,5,940,12,2
0,40766,-73770,3,0,3,290,88,2
1,40767,-73772,3,1,2,1480,225,0
0,40768,-73778,4,1,3,14710,183,0
0,40762,-73771,1,0,3,2000,196,1
1,40765,-73774,1,0,4,920,194,1
1,40767,-73773,1,0,5,3930,146,1
0,40766,-73772,1,0,5,2080,30,1
0,40768,-73771,4,0,3,4930,78,2
1,40767,-73770,1,0,4,4330,143,1
1,40767,-73771,1,1,1,1470,33,2
1,40768,-73770,3,1,1,2570,102,0
0,40762,-73777,1,1,2,12020,157,2
0,40763,-73777,1,1,1,1490,238,2
1,40768,-73779,1,0,4,1400,82,1
0,40760,-73772,3,0,5,4750,161,2
1,40760,-73776,3,1,3,10870,81,0
0,40768,-73772,1,0,5,4610,93,1
0,40763,-73771,1,0,5,1730,156,1
0,40769,-73772,1,1,3,4980,364,2
1,40764,-73770,0,0,5,3460,76,1
0,40760,-73772,4,1,2,9670,170,0
1,40763,-73775,1,0,5,4100,149,1
0,40769,-73777,2,0,5,4520,90,2
0,40765,-73775,1,1,2,12130,217,2
1,40760,-73771,3,1,1,1120,11,0
1,40769,-73771,0,1,1,2460,297,2
0,40763,-73776,2,0,5,3550,143,2
0,40762,-73770,4,0,3,1920,144,2
1,40766,-73772,1,1,3,13660,219,2
0,40767,-73773,0,0,5,1020,128,1
1,40762,-73770,2,1,1,430,63,0
1,40763,-73773,0,1,1,5620,220,2
1,40766,-73770,1,0,3,1060,185,1
0,40765,-73771,4,0,5,3680,125,2
1,40765,-73772,4,0,3,240,184,0
1,40764,-73776,1,1,3,2050,100,2
1,40762,-73778,2,1,3,4540,320,0
0,40764,-73776,1,0,4,3030,149,1
1,40760,-73773,1,0,4,4280,71,1
0,40769,-73772,0,0,4,4350,91,1
1,40767,-73773,2,1,1,9720,115,0
1,40762,-73770,1,1,1,10230,222,2
0,40764,-73771,4,1,1,11240,17,0
0,40769,-73773,1,1,3,12260,75,2
1,40761,-73772,0,1,3,6480,270,2
1,40762,-73778,0,0,4,4560,76,1
1,40766,-73779,3,1,1,4960,25,0
0,40769,-73773,3,0,5,2370,111,2
1,40760,-73777,0,1,3,13220,45,2
1,40761,-73772,4,1,1,13360,348,0
1,40769,-73770,1,0,3,860,75,1
1,40764,-73776,2,1,2,6480,339,0
1,40764,-73770,3,0,4,1810,69,0
0,40761,-73774,0,1,3,280,476,2
0,40762,-73776,2,0,3,3490,185,2
0,40764,-73770,3,0,3,4410,174,2
1,40769,-73775,3,1,3,10620,79,0
1,40766,-73773,3,0,5,1870,17,0
0,40762,-73777,4,0,5,3980,131,2
1,40762,-73778,1,1,3,11060,208,2
1,40767,-73772,0,1,1,12850,225,2
0,40764,-73771,3,0,3,4920,44,2
1,40765,-73779,0,1,1,12730,34,2
0,40766,-73778,0,0,3,1280,13,1
1,40763,-73779,2,0,3,850,164,0
0,40763,-73776,0,1,1,3680,289,2
0,40768,-73779,0,0,5,1220,177,1
1,40769,-73774,1,1,1,9250,23,2
0,40766,-73776,4,0,3,1600,148,2
0,40765,-73771,4,0,3,4500,120,2
0,40760,-73772,0,1,2,13540,160,2
1,40761,-73779,1,0,4,3580,128,1
0,40764,-73776,4,1,2,3350,136,0
0,40768,-73778,4,0,5,3590,139,2
0,40761,-73774,3,1,1,4180,90,0
1,40763,-73779,1,1,3,9910,9,2
0,40769,-73778,3,1,3,9730,288,0
1,40767,-73776,0,1,2,6240,12,2
1,40762,-73776,2,1,3,8440,70,0
1,40765,-73771,3,0,4,4080,52,2
1,40769,-73777,0,0,3,2140,104,1
1,40769,-73774,4,0,5,4400,98,2
0,40768,-73773,1,0,3,3810,175,1
0,40762,-73776,2,0,3,260,17,2
0,40762,-73776,0,0,4,4930,115,1
1,40765,-73776,0,0,4,2620,140,1
0,40765,-73779,0,0,5,3880,133,1
1,40763,-73777,0,0,4,1030,97,1
1,40769,-73777,2,0,3,580,20,0
0,40763,-73776,0,1,1,11730,126,2
0,40766,-73770,1,0,4,4960,49,1
1,40767,-73779,0,1,1,7360,235,2
0,40763,-73771,0,0,3,3900,130,1
1,40766,-73775,0,1,1,660,78,2
1,40767,-73772,0,0,5,3160,141,1
1,40766,-73774,1,0,4,1030,40,1
1,40769,-73772,3,1,2,4780,139,0
1,40761,-73774,4,0,5,3890,128,2
1,40767,-73777,3,1,2,4200,91,0
1,40765,-73771,1,0,5,3010,28,1
0,40767,-73777,0,1,1,6070,197,1
0,40766,-73776,1,0,3,190,158,1
1,40764,-73771,4,1,2,6040,167,0
1,40768,-73771,1,1,2,12250,78,2
0,40768,-73770,2,0,5,120,98,2
0,40766,-73773,4,0,4,1500,119,2
1,40762,-73773,0,0,4,1050,89,1
1,40768,-73771,1,0,5,3120,36,1
0,40765,-73771,2,1,1,13640,174,0
1,40769,-73776,2,0,5,2640,158,2
1,40769,-73777,3,0,3,2140,110,0
0,40769,-73770,0,0,5,30,83,1
0,40769,-73777,0,0,5,3290,84,1
0,40764,-73775,1,1,2,11490,306,1
1,40763,-73777,3,1,3,14340,204,0
1,40762,-73776,2,1,3,1090,109,0
0,40760,-73775,3,0,3,3430,16,2
1,40761,-73778,2,0,3,4490,112,2
0,40760,-73779,4,1,2,3080,471,0
0,40765,-73775,4,1,2,7340,247,0
1,40769,-73776,1,0,5,3150,83,1
0,40760,-73778,2,1,3,13470,237,0
1,40761,-73771,1,0,5,660,141,1
0,40765,-73776,0,0,4,280,8,1
0,40763,-73773,2,0,3,4520,191,2
1,40762,-73773,0,1,2,4770,168,2
1,40767,-73776,2,0,5,2620,27,0
1,40762,-73776,4,1,1,6180,55,0
1,40763,-73770,0,1,1,8800,111,2
0,40760,-73770,4,0,5,2280,64,2
1,40768,-73770,4,0,3,4700,155,0
0,40767,-73776,4,0,5,1460,113,2
0,40760,-73776,1,1,2,10230,85,1
0,40762,-73775,3,0,5,3970,140,2
1,40764,-73779,1,0,5,4520,194,1
0,40763,-73777,3,0,5,2220,80,2
1,40767,-73771,3,0,4,770,124,2
0,40768,-73770,4,0,5,970,73,2
0,40760,-73778,0,0,5,3290,177,1
0,40762,-73770,1,1,1,6150,240,2
1,40768,-73778,0,1,2,6120,76,2
1,40764,-73776,0,0,5,4410,121,1
0,40765,-73776,2,1,2,10500,199,0
0,40767,-73773,0,0,5,670,23,1
1,40762,-73776,1,0,4,4480,100,1
0,40764,-73777,0,1,1,4830,116,2
1,40765,-73774,3,0,4,2550,154,2
1,40764,-73777,2,0,5,4450,85,0
0,40768,-73776,3,1,3,13780,494,0
0,40769,-73777,3,0,3,2800,164,2
1,40765,-73778,1,1,1,5130,122,2
1,40764,-73775,1,1,3,3090,238,2
0,40765,-73777,0,0,5,1460,103,1
0,40768,-73776,2,0,4,1680,57,2
1,40762,-73778,4,1,2,7070,139,0
0,40766,-73772,4,0,3,2410,139,2
1,40766,-73773,1,0,3,1650,1,1
0,40769,-73776,1,0,3,3070,91,1
0,40760,-73777,4,1,1,9290,21,0
1,40767,-73770,1,0,4,4480,46,1
1,40768,-73772,2,0,4,0,180,2
1,40765,-73770,2,0,4,3170,93,2
1,40769,-73774,0,0,4,3490,157,1
0,40769,-73779,1,0,4,1580,169,1
0,40764,-73773,0,1,3,7590,329,2
1,40760,-73772,1,1,3,3530,112,2
0,40763,-73772,0,0,4,2670,100,1
0,40769,-73771,1,0,5,2840,35,1
0,40766,-73775,4,1,3,8150,219,0
1,40761,-73777,1,0,4,3360,3,1
1,40769,-73770,0,0,4,1530,119,1
0,40765,-73776,2,0,3,4560,71,2
1,40761,-73779,0,0,5,2040,10,1
1,40766,-73775,1,0,3,2700,22,1
1,40768,-73778,0,1,2,14840,217,2
0,40762,-73779,0,0,5,3590,77,1
1,40762,-73777,4,1,1,3540,164,0
1,40766,-73771,3,0,3,4160,18,0
0,40761,-73778,1,1,2,930,211,2
0,40766,-73774,0,1,3,12300,124,1
1,40761,-73779,1,1,3,9340,40,2
1,40762,-73779,0,0,4,4470,60,1
1,40765,-73779,0,0,5,1490,178,1
0,40768,-73776,1,0,5,3970,12,1
0,40767,-73774,2,1,2,4570,209,0
1,40767,-73771,3,0,3,1990,184,2
0,40763,-73779,0,0,3,2180,171,1
0,40766,-73774,4,1,3,1130,188,0
1,40769,-73772,3,0,3,4710,58,2
1,40765,-73779,4,1,3,8580,76,0
0,40760,-73779,2,1,3,1940,33,0
1,40765,-73770,0,1,2,5850,44,2
1,40767,-73774,1,1,1,1460,10,2
0,40769,-73771,2,1,1,7870,155,0
0,40765,-73779,0,1,2,1680,49,2
0,40766,-73771,1,1,3,4680,93,2
0,40761,-73778,0,1,2,9760,26,2
1,40768,-73774,3,1,3,10180,48,0
0,40763,-73774,4,1,1,5830,137,0
0,40761,-73777,0,0,4,60,128,1
1,40764,-73770,1,1,3,3640,3,2
0,40763,-73779,1,0,3,1030,155,1
0,40761,-73772,3,0,4,1370,21,2
0,40764,-73776,0,0,5,2880,80,1
0,40767,-73774,3,0,3,4610,153,2
0,40768,-73777,2,0,5,2360,19,2
0,40768,-73778,0,0,5,4320,173,1
1,40767,-73772,1,1,1,6470,97,2
1,40760,-73778,3,0,4,3080,93,0
0,40760,-73771,4,1,2,7110,351,0
1,40767,-73772,0,1,3,8720,11,2
0,40766,-73779,3,0,3,2580,128,2
1,40761,-73778,2,0,5,3450,74,0
0,40761,-73771,2,0,5,2140,147,2
0,40760,-73773,3,0,3,1130,179,2
1,40766,-73771,0,0,3,1880,128,1
0,40768,-73779,4,1,1,10190,64,0
1,40764,-73776,0,0,4,950,176,1
1,40764,-73774,2,1,3,9780,347,0
0,40768,-73777,3,1,3,13620,117,0
0,40764,-73775,2,1,2,14770,77,0
1,40763,-73773,0,1,3,2150,62,2
1,40767,-73772,1,0,4,3040,138,1
1,40767,-73770,2,0,3,3880,71,0
0,40765,-73771,2,1,2,11340,70,0
0,40768,-73775,3,0,5,880,110,2
1,40760,-73773,4,0,5,3000,12,0
1,40763,-73776,4,1,1,9690,4,0
1,40769,-73770,1,1,1,1150,14,2
0,40766,-73772,2,1,1,2370,144,0
1,40766,-73771,3,1,3,14430,162,0
1,40763,-73771,1,1,3,2470,157,2
0,40763,-73778,0,1,1,6980,73,1
0,40766,-73770,0,0,5,1140,155,1
1,40765,-73774,1,0,4,4610,189,1
1,40766,-73770,1,0,4,2220,61,1
0,40767,-73774,1,0,5,670,77,1
0,40764,-73772,2,1,3,6220,69,0
1,40768,-73778,1,0,3,2750,59,1
1,40767,-73770,1,1,3,4520,258,2
0,40769,-73772,2,0,3,4080,7,2
0,40763,-73775,1,1,3,9930,124,2
0,40763,-73770,4,1,3,2330,432,0
1,40763,-73777,0,0,5,3720,57,1
0,40769,-73771,1,1,2,12630,190,1
1,40761,-73773,3,0,3,2300,71,0
0,40762,-73776,3,1,2,13500,463,0
1,40760,-73772,1,0,4,3800,88,1
1,40760,-73771,2,0,3,3160,91,2
1,40769,-73776,0,1,3,290,103,2
1,40763,-73771,0,0,4,3920,43,1
0,40765,-73775,4,0,4,900,196,2
1,40767,-73774,2,1,2,14630,426,0
1,40760,-73776,2,0,4,410,68,0
0,40763,-73775,3,0,4,250,67,2
1,40764,-73776,2,0,3,2910,9,0
1,40764,-73778,1,1,1,5670,163,2
1,40763,-73776,0,1,2,11840,462,2
0,40766,-73776,2,1,1,8820,25,0
1,40762,-73775,1,1,2,370,307,2
1,40766,-73776,3,1,2,10490,12,0
0,40763,-73771,3,1,3,2040,17,0
0,40765,-73772,2,0,4,600,120,2
0,40764,-73775,2,1,2,5250,212,0
0,40766,-73779,3,0,5,4330,126,2
1,40762,-73777,3,0,3,2220,93,0
1,40769,-73774,2,1,3,14040,5,0
0,40763,-73777,0,1,3,520,165,2
0,40767,-73773,3,0,3,4040,11,2
1,40768,-73778,2,1,1,7660,216,0
0,40762,-73774,4,1,2,11600,202,0
1,40765,-73772,0,1,3,8740,11,2
0,40762,-73779,1,0,3,1440,3,1
0,40766,-73776,4,0,4,2510,43,2
0,40764,-73777,4,0,5,2330,127,2
0,40765,-73776,1,1,1,13460,182,1
1,40768,-73771,3,0,5,1280,195,2
1,40760,-73778,4,0,4,3600,176,0
0,40767,-73779,0,1,3,11420,242,2
1,40766,-73777,1,1,2,2610,3,2
0,40767,-73772,3,0,4,2120,168,2
0,40766,-73774,0,0,3,2280,10,1
0,40764,-73773,1,1,1,1800,418,2
0,40761,-73777,0,1,3,1030,177,2
0,40760,-73775,0,0,5,4210,36,1
0,40768,-73773,1,0,4,1430,188,1
1,40768,-73779,3,1,1,14510,21,0
0,40762,-73779,0,1,2,6120,77,1
1,40760,-73777,0,0,4,3550,190,1
0,40763,-73776,2,1,3,5860,233,0
1,40766,-73774,0,1,1,6620,368,2
0,40761,-73770,1,0,3,580,54,1
0,40769,-73771,0,1,2,13320,228,2
0,40769,-73770,1,0,5,70,134,1
1,40760,-73774,2,1,3,8420,9,0
1,40767,-73778,0,0,4,3500,184,1
1,40760,-73779,0,0,3,4590,67,1
1,40765,-73772,1,0,5,1170,190,1
1,40766,-73772,4,0,5,1340,140,2
0,40768,-73771,0,0,5,220,22,1
1,40767,-73778,2,1,3,6510,30,0
0,40763,-73777,1,0,5,2050,76,1
1,40765,-73776,4,0,5,1790,116,2
0,40765,-73774,0,0,5,2320,55,1
0,40768,-73771,4,1,3,9560,172,0
0,40760,-73776,3,1,3,2630,213,0
0,40764,-73772,1,0,3,2720,183,1
0,40767,-73775,3,0,5,3560,91,2
1,40761,-73779,3,0,5,3200,3,2
0,40764,-73778,3,0,3,3220,143,2
1,40762,-73774,0,0,5,520,43,1
1,40762,-73779,3,0,4,210,60,0
1,40762,-73771,2,0,5,3250,190,2
0,40769,-73779,0,0,4,3960,132,1
0,40760,-73770,3,1,1,9810,56,0
1,40764,-73773,3,1,3,3160,169,0
0,40762,-73771,4,1,2,13630,131,0
0,40767,-73770,4,1,1,6060,12,0
0,40764,-73773,0,0,5,4800,124,1
1,40762,-73771,4,0,5,2060,185,0
0,40766,-73779,0,0,4,2630,27,1
1,40769,-73778,2,1,1,8330,233,0
0,40762,-73778,0,0,5,3020,25,1
0,40760,-73775,0,0,4,3420,106,1
0,40769,-73775,1,1,1,13460,152,2
0,40764,-73776,1,1,2,2029,289,2
0,40769,-73771,1,1,2,5680,32,2
0,40763,-73774,2,0,4,1260,102,2
0,40761,-73775,4,1,3,6380,208,0
1,40764,-73770,1,0,3,3380,26,1
1,40765,-73777,3,0,5,1330,69,0
0,40769,-73775,0,1,1,7730,258,1
0,40762,-73776,2,0,4,2730,117,2
0,40766,-73773,2,0,3,2300,146,2
0,40764,-73771,4,0,3,2060,73,2
0,40760,-73779,1,0,3,1320,96,1
0,40768,-73775,0,0,4,3090,122,1
0,40763,-73776,1,0,5,2670,97,1
0,40766,-73771,2,0,4,1960,161,2
0,40760,-73773,0,0,4,1320,160,1
0,40764,-73771,2,1,2,14430,52,0
0,40768,-73775,0,0,4,3080,68,1
1,40762,-73776,1,1,3,3760,95,2
1,40765,-73777,0,1,2,6150,63,2
1,40766,-73774,1,1,2,2580,5,2
1,40767,-73771,3,0,5,1080,168,0
1,40766,-73778,4,0,4,3470,91,0
1,40762,-73778,1,0,4,4580,66,1
1,40764,-73771,0,1,2,9980,202,2
1,40763,-73772,3,0,3,940,131,0
0,40769,-73772,4,0,4,3520,114,2
1,40766,-73778,3,1,2,10620,427,0
0,40768,-73773,1,0,4,2430,176,1
0,40762,-73772,4,1,3,4120,154,0
1,40766,-73779,0,0,4,4380,21,1
1,40760,-73778,1,0,4,1250,96,1
1,40768,-73772,2,0,4,3280,15,2
1,40764,-73775,2,1,2,13700,79,0
1,40767,-73773,0,0,3,3640,128,1
0,40760,-73773,1,1,2,1310,391,2
0,40765,-73776,2,0,5,150,11,2
1,40760,-73772,2,0,3,2240,141,2
1,40766,-73771,2,1,3,10600,92,0
0,40763,-73778,3,1,3,4000,493,0
0,40767,-73775,4,1,1,3150,329,0
0,40761,-73779,4,0,4,3060,6,2
1,40767,-73773,4,1,1,1440,179,0
1,40764,-73770,0,0,4,1680,159,1
1,40767,-73779,4,0,4,3060,38,2
0,40762,-73773,1,1,2,12480,83,2
0,40760,-73772,2,0,5,1400,71,2
0,40768,-73773,3,1,2,3050,41,0
0,40762,-73770,1,1,2,7660,195,2
0,40761,-73775,4,0,3,1740,101,2
0,40768,-73774,4,0,5,1060,107,2
1,40762,-73774,1,1,2,14900,97,2
1,40763,-73775,3,0,3,3910,115,0
0,40763,-73773,0,1,2,11820,147,2
1,40763,-73775,4,0,3,2930,45,2
0,40761,-73770,1,1,3,6570,80,2
0,40766,-73770,4,1,3,10960,186,0
0,40769,-73779,2,0,3,2570,64,2
1,40764,-73772,4,0,4,2200,109,0
0,40766,-73779,3,1,3,10960,115,0
0,40763,-73775,0,0,4,2910,129,1
0,40766,-73773,4,1,3,11690,135,0
0,40769,-73776,2,0,4,2180,189,2
1,40769,-73771,1,1,1,2350,16,2
0,40769,-73779,2,0,4,3100,140,2
0,40761,-73776,4,0,5,2410,81,2
0,40761,-73774,1,0,5,4540,161,1
0,40766,-73777,0,0,5,1370,47,1
0,40763,-73775,3,0,4,200,45,2
0,40768,-73773,0,0,5,4310,77,1
1,40766,-73770,4,0,5,2600,25,2
1,40767,-73770,3,0,5,2930,42,0
1,40761,-73773,0,1,3,11750,13,2
0,40764,-73776,1,0,3,3650,161,1
0,40767,-73770,1,0,4,2970,122,1
0,40760,-73775,0,1,3,3320,353,2
0,40760,-73775,4,1,3,9090,223,0
1,40764,-73778,3,0,5,2230,92,0
1,40768,-73774,0,0,3,480,101,1
0,40768,-73779,3,1,3,10610,42,0
0,40763,-73777,0,0,3,890,80,1
0,40768,-73774,4,1,1,14800,6,0
1,40761,-73779,0,0,3,360,159,1
0,40766,-73777,2,1,3,1950,124,0
1,40763,-73777,2,1,3,650,149,0
0,40766,-73774,4,0,4,3700,116,2
1,40764,-73770,0,1,3,7150,169,2
0,40767,-73773,1,0,4,380,2,1
0,40763,-73773,1,1,3,2050,42,2
0,40760,-73770,3,1,2,14510,324,0
0,40761,-73775,0,0,3,910,37,1
0,40767,-73770,1,0,3,1040,143,1
1,40763,-73772,2,1,2,5380,84,0
0,40762,-73775,2,1,1,1360,130,0
0,40760,-73773,3,0,4,2060,181,2
0,40766,-73776,0,1,2,13430,496,2
1,40765,-73779,4,0,4,4080,2,2
0,40769,-73776,4,1,1,13230,104,0
0,40764,-73775,1,1,2,310,218,2
1,40769,-73776,1,0,3,1150,158,1
0,40765,-73772,1,0,5,800,167,1
0,40768,-73774,4,0,3,1030,157,2
1,40766,-73776,1,1,2,4250,333,2
0,40761,-73770,4,1,1,5020,208,0
0,40762,-73771,3,1,3,11760,11,0
1,40760,-73778,0,1,1,5700,202,2
0,40760,-73776,1,1,3,10540,349,2
0,40762,-73774,2,1,2,14640,170,0
1,40764,-73775,2,1,1,11120,174,0
1,40760,-73779,0,1,2,11120,149,2
0,40763,-73770,4,0,4,170,148,2
0,40768,-73772,1,1,2,11720,16,2
0,40768,-73772,1,0,4,2480,102,1
1,40763,-73772,0,0,4,3490,106,1
0,40769,-73774,1,0,4,3750,54,1
0,40766,-73772,1,0,4,2500,88,1
1,40767,-73777,3,1,1,5430,50,0
1,40767,-73775,3,1,3,11820,8,0
1,40763,-73777,1,1,3,13460,67,2
0,40769,-73779,1,0,4,4760,162,1
0,40765,-73770,1,1,2,4190,183,2
1,40768,-73777,0,1,1,10670,125,2
1,40765,-73774,2,1,3,7010,127,0
0,40762,-73770,3,0,4,2290,122,2
0,40763,-73774,1,1,3,6990,322,2
1,40760,-73777,4,1,1,2850,244,0
0,40767,-73778,0,1,2,14260,47,2
0,40760,-73778,3,0,4,370,143,2
1,40761,-73773,1,1,2,4650,131,2
1,40765,-73771,4,0,5,2920,79,2
0,40766,-73779,3,1,3,8140,205,0
0,40760,-73776,1,0,3,2240,21,1
1,40764,-73776,2,0,4,3250,76,2
0,40762,-73770,2,0,3,4210,90,2
1,40762,-73776,2,1,2,10260,498,0
0,40768,-73779,2,0,5,3080,62,2
1,40761,-73772,3,1,2,6190,132,0
1,40766,-73773,4,0,5,3570,134,0
1,40763,-73779,1,0,5,1400,186,1
1,40762,-73773,0,1,1,6030,196,2
1,40766,-73777,3,0,5,2470,123,2
0,40762,-73771,4,1,1,3250,126,0
0,40762,-73776,1,1,1,7550,99,2
1,40769,-73778,1,1,2,2390,149,2
1,40769,-73773,4,1,1,7280,178,0
1,40765,-73775,4,0,5,4090,164,0
0,40766,-73777,0,1,3,10220,89,2
0,40760,-73771,0,1,3,12580,190,2
0,40764,-73774,3,1,2,10790,115,0
0,40768,-73775,2,0,3,2000,36,2
1,40766,-73778,1,1,2,14390,227,2
0,40763,-73771,4,0,5,4920,31,2
0,40769,-73773,3,1,2,11680,234,0
1,40760,-73777,3,1,2,13480,86,0
0,40768,-73775,0,1,3,1330,84,2
0,40763,-73774,3,0,3,1450,5,2
1,40764,-73778,1,1,2,5770,47,2
1,40764,-73773,1,0,5,1550,10,1
1,40760,-73774,4,1,2,8860,362,0
0,40763,-73771,2,1,1,11410,221,0
1,40761,-73779,0,1,2,12580,50,2
0,40764,-73779,2,1,1,3170,102,0
0,40764,-73770,2,1,3,14740,189,0
1,40768,-73770,0,0,4,2720,49,1
0,40763,-73777,2,1,2,14560,249,0
1,40763,-73776,2,0,4,3280,179,0
0,40765,-73775,1,0,5,1900,27,1
0,40766,-73779,2,0,4,3990,5,2
0,40767,-73771,2,0,4,3070,151,2
1,40763,-73777,3,1,2,8870,106,0
0,40764,-73776,1,1,1,5490,86,2
1,40761,-73773,4,1,3,6860,230,0
0,40768,-73772,0,1,3,9040,208,2
0,40768,-73771,1,1,3,8290,182,2
0,40765,-73771,2,0,4,1240,11,2
0,40769,-73771,0,1,3,10680,235,1
1,40763,-73776,1,1,2,13880,150,2
0,40766,-73776,4,1,3,2170,484,0
1,40764,-73774,1,0,4,3710,196,1
0,40767,-73774,4,1,1,8610,72,0
1,40761,-73777,1,0,4,240,148,1
0,40760,-73774,2,0,4,150,121,2
0,40761,-73773,3,1,2,14220,483,0
1,40765,-73777,0,1,1,2680,174,2
0,40767,-73773,3,0,4,4780,99,2
0,40769,-73771,1,1,1,610,171,2
0,40760,-73773,3,1,3,11190,32,0
1,40760,-73775,1,1,3,6990,23,2
0,40767,-73771,1,0,5,650,86,1
0,40762,-73771,3,0,5,2180,103,2
0,40762,-73775,0,0,4,3780,96,1
0,40760,-73778,1,0,5,3280,47,1
1,40762,-73779,0,1,2,1280,47,2
0,40769,-73779,4,0,5,4930,156,2
1,40761,-73779,0,0,5,1630,133,1
1,40766,-73775,4,1,3,5060,121,0
0,40762,-73770,2,1,3,3040,232,0
0,40766,-73772,0,1,2,6210,236,2
1,40763,-73777,0,0,3,600,49,1
0,40766,-73772,2,1,1,5940,74,0
0,40769,-73772,1,0,3,390,181,1
0,40762,-73778,2,1,3,10700,304,0
1,40768,-73771,4,1,1,13060,121,0
0,40764,-73773,1,1,3,50,70,2
1,40768,-73774,0,0,4,4310,91,1
1,40761,-73773,1,1,1,1860,106,2
0,40768,-73773,0,1,2,11480,225,2
0,40764,-73772,2,1,1,6800,162,0
0,40768,-73770,1,1,2,14420,154,2
1,40761,-73779,1,0,5,4730,164,1
1,40763,-73776,4,1,3,9430,246,0
1,40763,-73770,3,0,4,4059,39,0
1,40769,-73778,1,0,4,90,150,1
1,40764,-73778,0,0,3,3440,187,1
0,40765,-73770,1,0,3,1710,155,1
1,40763,-73778,2,1,2,2530,176,0
1,40763,-73770,2,1,3,8570,243,0
1,40764,-73778,1,0,3,1880,91,1
0,40768,-73772,3,0,5,3960,157,2
1,40762,-73772,3,1,3,9030,497,0
0,40760,-73778,1,0,5,3840,49,1
1,40761,-73775,1,0,4,4080,2,1
1,40760,-73772,3,1,2,8450,57,0
0,40761,-73776,1,1,2,8830,93,2
0,40763,-73774,2,0,4,3670,66,2
1,40761,-73774,1,1,1,5920,420,2
0,40767,-73775,2,0,3,610,58,2
1,40763,-73779,2,0,4,3330,28,2
0,40769,-73773,0,0,4,4390,14,1
1,40768,-73772,0,1,2,1890,29,2
0,40762,-73771,2,0,4,2410,162,2
0,40762,-73770,2,1,2,14500,178,0
1,40765,-73777,0,1,1,1880,239,2
0,40764,-73774,4,1,3,9890,183,0
1,40767,-73779,1,0,3,1400,191,1
1,40761,-73776,3,1,3,7580,58,0
1,40760,-73779,2,1,1,8330,26,0
0,40762,-73774,1,0,5,3260,87,1
0,40760,-73774,0,1,1,14840,65,2
1,40766,-73778,1,1,3,7920,22,2
0,40766,-73779,1,1,1,4660,63,2
0,40769,-73773,4,1,2,9020,361,0
1,40769,-73779,1,0,5,2780,144,1
1,40763,-73770,0,1,1,6620,99,2
1,40764,-73776,1,0,4,1100,130,1
1,40769,-73776,0,0,5,4850,10,1
0,40768,-73777,4,1,2,2260,168,0
0,40766,-73778,1,1,1,13570,21,2
1,40763,-73773,0,0,4,140,17,1
0,40766,-73778,3,1,1,13020,80,0
0,40767,-73775,0,0,5,1830,100,1
0,40768,-73770,3,1,2,1370,72,0
1,40766,-73779,4,0,5,3990,130,2
0,40768,-73772,2,0,5,4470,60,2
0,40764,-73773,4,0,3,4470,30,2
0,40768,-73774,1,0,5,4140,161,1
1,40765,-73771,1,0,3,3990,8,1
1,40768,-73772,0,0,3,2760,50,1
0,40766,-73771,1,0,4,750,70,1
0,40763,-73775,1,1,3,10580,185,2
1,40766,-73772,3,0,4,930,29,2
1,40760,-73771,0,1,2,550,79,2
0,40765,-73778,1,0,3,3280,168,1
0,40766,-73770,4,1,3,4970,12,0
1,40763,-73777,1,1,1,13700,143,2
0,40765,-73774,0,1,3,9560,157,2
0,40765,-73772,1,1,3,9110,211,2
0,40763,-73776,0,1,2,4720,338,2
0,40766,-73777,4,0,5,2940,128,2
0,40764,-73777,0,0,5,3490,157,1
0,40763,-73779,4,1,3,60,35,0
0,40767,-73777,0,1,3,8109,60,2
1,40768,-73776,4,0,4,2740,34,2
0,40767,-73775,3,0,5,4980,121,2
1,40765,-73779,0,0,3,4560,117,1
